,Brewery,County,Full Address,Lat,Lng,State,Zip Code
1574,Charland Apartments,Penobscot,"22 Little John Ln, Brewer ME",44.77186,-68.765122,ME,04412-1774
1575,Charles A Dean Memorial Hospital,Penobscot,"43 Whiting Hill Rd, Brewer ME",44.772086,-68.728992,ME,04412-1004
1576,Charles City Tavern,Charles City,"9220 John Tyler Memorial Hwy, Charles City VA",37.332209,-77.108564,VA,23030-3306
1577,Charleville Vineyard & Brewery,Sainte Genevieve,"16937 Boyd Rd, Ste Genevieve MO",37.750198,-90.154189,MO,63670-9231
1578,Charlie and Jakes Brewery & Grille,Brevard,"6300 N Wickham Rd, Melbourne FL",28.215186,-80.67312,FL,32940-2004
1579,Charlies Pub,Newaygo,"134 S Charles St, White Cloud MI",43.551273,-85.771637,MI,49349-8680
1580,Charlie's Steak Ribs & Ale,Taney,"3009 W 76 Country Blvd, Branson MO",36.638064,-93.275957,MO,65616-3549
1581,Charlotte Brew Tours,Mecklenburg,"3035 Cresthill Dr, Charlotte NC",35.177413,-80.72597,NC,28212-9025
1582,Charlotte Brews Cruise,Mecklenburg,"1031 D Churchill Downs Ct, Charlotte NC",35.188257,-80.790806,NC,28211-1548
1583,Charly's Pub & Grill,Coconino,"23 N Leroux St, Flagstaff AZ",35.198315,-111.648767,AZ,86001-5535
1584,Charm City Meadworks,Anne Arundel,"3511 8th Ave, Baltimore MD",39.231676,-76.574194,MD,21226-1505
1585,Charming Betty Brewing,Blount,"501 S Maple St, Maryville TN",35.740731,-83.978234,TN,37803-5724
1586,Chase Bank,Franklin,"833 S High St, Columbus OH",39.944994,-82.997309,OH,43206-1930
1587,Chateau Beer Garden,,"Paris Las Vegas, Las Vegas NV",36.23091,-115.19347,NV,89032
1588,Chateau De Leelanau,Leelanau,"5048 S W Bay Shore Dr, Suttonsbay MI",44.906358,-85.632324,MI,49682-9474
1589,Chateau Fontaine,NaN,"2290 S French Rd, Lakeleelanau MI",NaN,NaN,MI,NaN
1590,Chateau Frank,Steuben,"9683 Middle Rd, Hammondsport NY",42.471345,-77.183866,NY,14840-9612
1591,Chateau Grand Traverse,Grand Traverse,"12239 Center Rd, Traversecity MI",44.865279,-85.517105,MI,49686-8558
1592,Chateau Z Vineyard,Amherst,"2495 Wagon Trail Rd, Monroe VA",37.590121,-79.172083,VA,24574-2576
1593,Chatham Brewing,Columbia,"59 Main St, Chatham NY",42.36252,-73.596226,NY,12037-1225
1594,Chattahoochee Brewing Company,,"13TH Saint Phenix City Al 36867, Phenix City AL",32.47772,-85.01154,AL,"36867,36869"
1595,Chattanooga Brewing Co,Hamilton,"109 Frazier Ave, Chattanooga TN",35.062522,-85.307449,TN,37405-3932
1596,Chatters,Providence,"Providence Place Mall, Providence RI",41.828073,-71.419977,RI,02903
1597,Cheboygan Brewing Company,Cheboygan,"101 N Main St, Cheboygan MI",45.643116,-84.478169,MI,49721-1637
1598,Check Six Brewing Co,Brunswick,"5130 Southport Supply Rd S E, Southport NC",33.95146,-78.044404,NC,28461-8744
1599,Check Six Brewing Company,Brunswick,"5130 Southport Supply Rd, Southport NC",33.95146,-78.044404,NC,28461-8744
1600,Checkered Flag Sports Bar,Fayette,"123 Main St, Vanderbilt PA",40.040003,-79.66143,PA,15486-1043
1601,Cheddar's,Cleveland,"1300 24th Ave S W, Norman OK",35.202718,-97.476645,OK,73072-5703
1602,Cheer's,Delaware,"3823 N Broadway, Muncie IN",40.224978,-85.369165,IN,47303-1025
1603,Cheers Pub,Galveston,"502 N Friendswood Dr, Friendswood TX",29.537818,-95.212114,TX,77546-3520
1604,Cheetah Club,Milwaukee,"5048 N 35th St, Milwaukee WI",43.109294,-87.956502,WI,53209-5302
1605,Chehalem Valley Brewing Company,Yamhill,"2515 Portland Rd, Newberg OR",45.304662,-122.952896,OR,97132-1922
1606,Chelan Estate Winery,Chelan,"755 S Lakeshore Rd, Chelan WA",47.843105,-120.10157,WA,98816-9323
1607,Chelsea Alehouse Brewery,Washtenaw,"420 N Main St, Chelsea MI",42.320508,-84.020535,MI,48118-1280
1608,Cher-den's Bakery,Garfield,"827 W Maine Ave, Enid OK",36.395588,-97.888087,OK,73701-5415
1609,Cherry City Vessels,Marion County,"5321 Gaston St S E, Turner OR",44.84059,-122.950436,OR,97305
1610,Cherry Hill Winery,Polk,"7867 Crowley Rd, Rickreall OR",44.983868,-123.188395,OR,97371-9744
1611,Cherry Street Brewing Cooperative,Forsyth,"5813 S Vickery, Cumming GA",34.182481,-84.218823,GA,30040-8794
1612,Cherry's Place,Milwaukee,"2401 N 12th St, Milwaukee WI",43.062377,-87.926879,WI,53206-2504
1613,Chesapeake & De Brewing Co Llc,New Castle,"147 E Main St, Newark DE",39.683525,-75.746902,DE,19711-7313
1614,Chesapeake Brew Pub,Anne Arundel,"114 West St, Annapolis MD",38.977913,-76.497434,MD,21401-2802
1615,Chesterland Tavern - Chesterland,Geauga,"8190 Mayfield Rd, Chesterland OH",41.522284,-81.349257,OH,44026-2441
1616,Chestnut Brew Works,Monongalia,"444 Brockway Ave, Morgantown WV",39.62731,-79.950715,WV,26501-6002
1617,Chetco Brewing Company,Curry,"Chetco Ave, Brookings OR",42.053097,-124.281107,OR,97415
1618,Chic Lounge,Nassau,"3297 Long Beach Rd, Oceanside NY",40.62161,-73.640306,NY,11558
1619,Chicago Beer Co,Kane,"1156 Chippewa Trl, Sugar Grove IL",41.764251,-88.41552,IL,60554-9348
1620,Chicago Brew Bus,Cook,"4832 W Eddy St, Chicago IL",41.945259,-87.748483,IL,60641-3547
1621,Chicago Brewery Tours,Cook County,"1800 N Clybourn (free Parking), Chicago IL",41.883229,-87.632398,IL,
1622,Chicago Brewing Co At Four Queens,Clark County,"202 Fremont Saint (casino Center), Las Vegas NV",36.169202,-115.140597,NV,
1623,Chicago Brewing Company,Clark,"202 Fremont St, Las Vegas NV",36.170688,-115.143993,NV,89101-5622
1624,"Chicago Quickly Locksmith, Revolution Brewing",Cook,"2323 N Milwaukee Ave, Chicago IL",41.923628,-87.698423,IL,60647-2924
1625,Chicken Coop,Hall,"120 E 3rd St, Grand Island NE",40.926187,-98.339143,NE,68801-5910
1626,Chico's Tequila Bar,Orange,"50 E Central Blvd, Orlando FL",28.542176,-81.377769,FL,32801-2445
1627,"Chili's Grill & Bar, Karl Strauss Brewery & Restaurant",San Diego,"10448 Reserve Dr, San Diego CA",33.021077,-117.113493,CA,92127-3510
1628,Chilly Water Brewing Company,Marion,"719 Virginia Ave, Indianapolis IN",39.75732,-86.145262,IN,46203-1748
1629,Chino Valley Brewery,San Bernardino,"1630 E Francis St, Ontario CA",34.041292,-117.616556,CA,91761-5720
1630,Chisholm Trail Winery,Gillespie,"2367 Usener Rd, Fredericksburg TX",30.265983,-99.035464,TX,78624-3998
1631,Chouinard Vineyards & Winery,Alameda,"33853 Palomares Rd, Castrovalley CA",37.641894,-121.964933,CA,94552-9616
1632,Chouteau Inn,Clay,"3815 N Chouteau Trfy, Kansascity MO",39.163329,-94.532209,MO,64117-2301
1633,Christi's Bar and Restaurant,Atlantic,"6415 Delilah Rd, Egg Harbor Township NJ",39.432088,-74.580421,NJ,08234-9393
1634,Christy's Tavern,Philadelphia,"7217 Frankford Ave, Philadelphia PA",40.03619,-75.042013,PA,19135-1010
1635,Chuckalek Biergarten,San Diego,"3139 University Ave, San Diego CA",32.748448,-117.126335,CA,92104-2008
1636,Chuckalek Independent Brewers,San Diego,"2330 Main St, Ramona CA",33.028023,-116.889645,CA,92065-2532
1637,Chuckanut Brewery & Kitchen,Whatcom,"601 W Holly St, Bellingham WA",48.753461,-122.484869,WA,98225-3920
1638,Chucks Lounge,West Baton Rouge,"7922 1st St, Addis LA",30.353665,-91.265204,LA,70710-2101
1639,Chuck's Tap,Scott,"1731 W 6th St, Davenport IA",41.525722,-90.600988,IA,52802-1024
1640,Chula Vista Brewery,San Diego,"1090 3rd Ave, Chula Vista CA",32.613905,-117.069192,CA,91911-2009
1641,Chupacabra Craft Beer,Bell,"418 N Main, Salado TX",30.951193,-97.53575,TX,76571-5721
1642,Church Brew Works & Restaurant,Allegheny,"3525 Liberty Ave, Pittsburgh PA",40.461813,-79.964398,PA,15201-1324
1643,Churchill's A Sort-english Pub,Miami-Dade,"5501 N E Second Ave, Miami FL",25.826264,-80.191911,FL,33137-2503
1644,Ciatano Winery,Boulder,"16858 N Saint Vrain, Lyons CO",40.246646,-105.308791,CO,80540-9051
1645,Ciclops Cyderi & Brewery,Spartanburg,"197 E Saint John St, Spartanburg SC",34.952683,-81.92949,SC,29306-5121
1646,Cilfones Eastside Cafe,Litchfield,"823 New Harwinton Rd, Torrington CT",41.801314,-73.090754,CT,06790-5959
1647,Cim's Tavern,Berkshire,"429 Fenn St, Pittsfield MA",42.448988,-73.245007,MA,01201-5261
1648,Cindees Place,Medina,"232 W Smith Rd, Medina OH",41.136245,-81.867078,OH,44256-2351
1649,Cinder Block Brewery,Clay,"110 E 18th Ave, N Kansas City MO",39.140244,-94.579366,MO,64116-3635
1650,Cindys Friendly Tavern,Clermont,"125 Karl Brown Way, Loveland OH",39.267254,-84.259687,OH,45140-2902
1651,Circle Bar,Los Angeles,"2926 Main St, Santa Monica CA",33.998934,-118.480499,CA,90405-5340
1652,Circle Brewing Company,Travis,"2340 W Braker Ln, Austin TX",30.39053,-97.715175,TX,78758-4542
1653,Circle Tap The,Scott,"1345 W Locust, Davenport IA",41.538266,-90.593296,IA,52804-3775
1654,Cisco Brew Pub of Nantucket,Suffolk,"1 Harborside Drive (terminal B), Boston MA",42.363412,-71.025267,MA,02128-2900
1655,Cisco Brewers of Nantucket,Suffolk County,"1 Harborside Drive (terminal E), Boston MA",42.358894,-71.056742,MA,
1656,Cismontane Brewing,Orange,"29851 Aventura, Rancho Santa Margarita CA",33.636002,-117.609537,CA,92688-2007
1657,Cismontane Santa Ana,Orange,"1409 E Warner Ave, Santa Ana CA",33.715906,-117.851748,CA,92705-5417
1658,Citrus Distillers,Palm Beach,"6701 Garden Rd, Riviera Beach FL",26.774883,-80.092389,FL,33404-5900
1659,City Beverage,Mclean,"1110 Lafayette, Bloomington IL",40.463684,-88.984594,IL,61701-6880
1660,City Beverage LLC,Cook,"2064 W 167th St, Markham IL",41.586335,-87.667207,IL,60428-5605
1661,City Brew,Yellowstone,"2228 Grand Ave, Billings MT",45.784123,-108.573399,MT,59102-2619
1662,City Brew Brownsburg,Putnam,"1663 E State Road 236, Roachdale IN",39.849537,-86.817359,IN,46172-9532
1663,City Brew Coffee,Yellowstone,"1643 Lewis Ave, Billings MT",45.780618,-108.558215,MT,59102-4151
1664,City Brewing Company,La Crosse,"925 3rd St S, La Crosse WI",43.804188,-91.253537,WI,54601-4411
1665,City Club Inn,Allamakee,"39 W Main St, Waukon IA",43.26928,-91.477275,IA,52172-1637
1666,City Lights Brewing Company,Milwaukee,"2220 W Mt Vernon Ave, Milwaukee WI",43.033413,-87.942949,WI,53233-2672
1667,City Limits Saloon & Grill,Rock Island,"4514 Ninth St, Rock Island IL",41.466697,-90.584827,IL,61201-6638
1668,City Steam Brewery,Hartford,"942 Main St, Hartford CT",41.767904,-72.673093,CT,06103-1207
1669,City Tavern,Cobb,"780 Cobb Place Blvd, Kennesaw GA",34.007202,-84.569007,GA,30144-7501
1670,Civil Society Brewing,Palm Beach,"1200 Town Center Dr, Jupiter FL",26.889675,-80.114809,FL,33458-5222
1671,Cj's Sports Bar & Grill,Waushara,"125 E Bannerman Ave, Redgranite WI",44.04346,-89.101163,WI,54970-9379
1672,"Cj's Window Tinting, Inc.",Suffolk,"604 Bicycle Path, Port Jefferson Station NY",40.914862,-73.038626,NY,11776-3411
1673,Cjsip Market,Pima,"1353 S 4th Ave, Tucson AZ",32.204982,-110.965381,AZ,85713-1612
1674,Clam Lake Beer Company,Wexford,"106 S Mitchell St, Cadillac MI",44.250291,-85.399352,MI,49601-2138
1675,Clancy's,Eau Claire,"414 S Barstow St, Eau Claire WI",44.809656,-91.498274,WI,54701-3605
1676,Clancy's Bar & Grill,Orange,"2191 S Harbor Blvd, Anaheim CA",33.793213,-117.915029,CA,92802-3515
1677,Clandestine Brewing,Santa Clara,"1805 Little Orchard St, San Jose CA",37.306082,-121.872539,CA,95125-1007
1678,Clarendon Flavor Engineering,Jefferson,"3300 7TH Street Rd, Louisville KY",38.202286,-85.792787,KY,40216-4134
1679,Class Act,Erie,"1122 Hertel Ave, Buffalo NY",42.94777,-78.866724,NY,14216-2702
1680,Classic City Brew Fest,Oconee,"1070 Christian Ln, Watkinsville GA",33.857525,-83.418382,GA,30677-7040
1681,Classic Vending Inc,Cook,"3912 W Mclean Ave, Chicago IL",41.918104,-87.7252,IL,60647-3441
1682,Classics Sports Bar,Franklin,"543 S High St, Columbus OH",39.950981,-82.998471,OH,43215-5604
1683,Claudia Springs Winery,Mendocino,"2160 Guntley Rd, Philo CA",39.128761,-123.512944,CA,95466-9428
1684,Clay Pipe Brewing Co,Carroll,"95 Carroll Street 203, Westminster MD",39.581103,-76.991926,MD,21157-4847
1685,Clayton's Tap,Grundy,"122 W Washington St, Morris IL",41.357334,-88.424606,IL,60450-2145
1686,Clayt's Corner Bar,Green,"120 N Water St, Albany WI",42.708212,-89.438208,WI,53502-9300
1687,Cle Elum Blend,Kittitas,"901 W 1st St, Cleelum WA",47.196032,-120.955837,WA,98922-1005
1688,"Clear Choice Window Tinting, Clearbras, & Automotive Detailing",Boulder,"4747 Pearl St, Boulder CO",40.025234,-105.242673,CO,80301-2433
1689,Clear Creek Brewing,Johnson,"48 S Main St, Buffalo WY",44.346001,-106.698457,WY,82834-1823
1690,"Clear's Looking At You, Clear's Looking At You New York, Clear S Looking At You",New York,"250 W 57th St, Newyork NY",40.72191,-74.011709,NY,10013-0436
1691,Clearwater Brewery,Pinellas,"2024 58th Ln N, Clearwater FL",27.922875,-82.714922,FL,33760-1901
1692,Cleats Club Seat Grille,Cuyahoga,"5267 Wallings Rd, N Royalton OH",41.331231,-81.723695,OH,44133-3135
1693,Clemson Brothers Brewery,Orange,"22 Cottage St, Middletown NY",41.447229,-74.416037,NY,10940-5003
1694,Cleophus Quealy Beer Company,Alameda,"448 Hester St, San Leandro CA",37.722057,-122.191375,CA,94577-1024
1695,Clevenger's Beverage Connection Inc.,Fulton,"237 Lincoln Way W, Mc Connellsburg IN",39.933908,-78.002973,IN,17233-8560
1696,Cliff's Bar and Grill,Duval,"3033 Monument Rd, Jacksonville FL",30.364247,-81.502771,FL,32225-1706
1697,Climate City Brewing Co,Josephine,"509 S W G St, Grantspass OR",42.440222,-123.331237,OR,97526-2472
1698,Climax Brewing,Union,"112 Valley Rd, Roselle Park NJ",40.659798,-74.282484,NJ,07204-1402
1699,Clinton Vineyards Inc,Dutchess,"450 Schultzville Rd, Clintoncorners NY",41.850229,-73.779427,NY,12514-2402
1700,Cloones Pub,San Mateo,"1189 Laurel St, San Carlos CA",37.498863,-122.252024,CA,94070-5008
1701,Clos Du Val Winery,Napa,"5330 Silverado Trl, Napa CA",38.386539,-122.315252,CA,94558-9410
1702,Cloud Nine Brewery,Ada,"1750 W State St, Boise ID",43.624353,-116.211763,ID,83702-3923
1703,Clover Club,Seneca,"266 S Washington St, Tiffin OH",41.11021,-83.175878,OH,44883-3053
1704,Clover Farms Dairy Co Inc,Berks,"3300 Pottsville Pike, Reading PA",40.381691,-75.934147,PA,19605
1705,Club 100,Greenville,"100 Byrdland Dr, Greenville SC",34.85226,-82.343423,SC,29607-2771
1706,Club 27,Cheboygan,"506 N Main St, Cheboygan MI",45.64715,-84.474552,MI,49721-1148
1707,Club 51,Allamakee,"107 N Lawler St, Postville IA",43.085829,-91.568367,IA,52162-7799
1708,Club 58,Norfolk,"1515 Hancock St, Quincy MA",42.247941,-71.001446,MA,02169-5236
1709,Club Chablis,Lucas,"5405 N Detroit Ave, Toledo OH",41.715222,-83.540061,OH,43612-3513
1710,Club Chez Joey,Baltimore City,"415 E Baltimore St, Baltimore MD",39.289766,-76.609565,MD,21202-3409
1711,Club House Tavern The,Belmont,"126 W Main St, Barnesville OH",39.988037,-81.178009,OH,43713-1066
1712,Club Manhattan,Milwaukee,"2573 N 4th St, Milwaukee WI",43.065282,-87.915564,WI,53212-2713
1713,Club Quarters Hotel In Boston,Suffolk,"161 Devonshire St, Boston MA",42.35634,-71.057336,MA,02110-1402
1714,Clubhouse Pub,Palm Beach,"525 Nottingham Blvd, W Palm Beach FL",26.674394,-80.057486,FL,33405-2631
1715,Coaches Alley LLC,Jefferson,"151 N Monroe St, Waterloo WI",43.184648,-88.99045,WI,53594-1124
1716,Coaches Corner,Brown,"501 N Adams St, Green Bay WI",44.517931,-88.01191,WI,54301-5109
1717,Coach's Inn,Philadelphia,"6529 Frankford Ave, Philadelphia PA",40.030022,-75.055494,PA,19135-2538
1718,Coal Creek Tap,Albany,"108 E Grand Ave, Laramie WY",41.311169,-105.595705,WY,82070-3638
1719,Coalition Brewing Co,Multnomah,"2705 S E Ankeny St, Portland OR",45.522145,-122.638074,OR,97214-1817
1720,Coast Brewing Company,Charleston,"1250 N 2nd St, N Charleston SC",32.873325,-79.972197,SC,29405
1721,Coastal Extreme Brewing Co,Newport,"293 Connell Hwy, Newport RI",41.514694,-71.316389,RI,02840-1057
1722,Cobblestone Bar & Grill,Washtenaw County,"7481 County Road 415, Mc Millan MI",42.076965,-83.685431,MI,
1723,Cobbs Inn,Philadelphia,"6249 Catharine St, Philadelphia PA",39.951661,-75.248909,PA,19143-2231
1724,Cobra Brewing Company,Denton,"146 Whatley Ave, Lewisville TX",33.044146,-96.993382,TX,75057-3961
1725,Coby's Doghouse,New York,"21 West St, New York NY",40.706503,-74.01596,NY,10004
1726,Coca Cola Enterprises,Riverside,"86375 Industrial Way, Coachella CA",33.667716,-116.156469,CA,92236-2729
1727,Coca Cola North America,Hamilton,"1328 E 42nd St, Chattanooga TN",34.994305,-85.295958,TN,37407-2905
1728,Coca Cola Refreshment,Clarke,"650 Athena Dr, Athens GA",33.974242,-83.325737,GA,30601-1607
1729,Coca Cola Svc Dept,Travis,"2311 Denton Dr, Austin TX",30.387278,-97.717039,TX,78758-4509
1730,Coca Cola Usa,Tarrant,"901 Railhead Dr, Fortworth TX",32.982343,-97.327251,TX,76177-3904
1731,Coca-cola,Lafourche,"1300 Lynn St, Thibodaux LA",29.785092,-90.828741,LA,70301-4469
1732,Coca-cola Bottling Co,Lafayette,"1314 Eraste Landry Rd, Lafayette LA",30.223641,-92.058864,LA,70506-1921
1733,Coca-cola Bottling Co Cons,Bay,"300 W 5th St, Panamacity FL",30.157069,-85.664278,FL,32401-2608
1734,Coca-cola Bottling Co.,Chatham,"102 Coleman Blvd, Savannah GA",32.110538,-81.225315,GA,31408-9565
1735,Coca-cola Co,Alameda,"14655 Wicks Blvd, Sanleandro CA",37.695877,-122.164063,CA,94577-6715
1736,Coca-cola Enterprises,Alexandria City,"5401 Seminary Rd, Alexandria VA",38.839826,-77.121058,VA,22311-1213
1737,Coca-cola Enterprises Bottling,Dallas,"14185 Dallas Pkwy 1400, Dallas TX",32.939051,-96.822242,TX,75254-1304
1738,Coca-cola Enterprises Inc,Montgomery,"1000 Coca Cola Blvd, Huberheights OH",39.875463,-84.054924,OH,45424-6375
1739,Coca-cola North America,Fulton,"1 Coca Cola Plz N W, Atlanta GA",33.76951,-84.397164,GA,30313-2420
1740,Coca-cola of Marquette,Marquette,"201 Summit St, Negaunee MI",46.532439,-87.556068,MI,49866-9581
1741,Coca-cola Refreshments,Orange,"2121 E Winston Rd, Anaheim CA",33.814463,-117.886504,CA,92806-5535
1742,Coco Distributing Co Inc,Phillips,"1219 Martin Luther King Jr Dr, Helena AR",34.520082,-90.636062,AR,72342
1743,Cocoa Beach Brewing Company,Brevard,"150 N Atlantic Ave, Cocoa Beach FL",28.321327,-80.608835,FL,32931-2960
1744,Coda Brewing Co,Arapahoe County,"2101 N Ursula St, Aurora CO",39.74829,-104.83721,CO,80045
1745,Coddington Brewing Co,Newport,"210 Coddington Hwy, Middletown RI",41.518906,-71.305566,RI,02842-4884
1746,Cody's Iii,New Hanover,"6485 Carolina Beach Rd, Wilmington NC",34.102612,-77.899309,NC,28412-2909
1747,Coelacanth Brewing,Norfolk City,"760A W 22nd St, Norfolk VA",36.871563,-76.295484,VA,23517-1925
1748,Coelho Winery,Clatsop,"111 5th St, Astoria OR",46.190663,-123.837629,OR,97103-4222
1749,Coe's,Dubuque,"280 Jess St, Bernard IA",42.313481,-90.831489,IA,52032-4401
1750,Coffee News,Penobscot,"223 Wilson St, Brewer ME",44.791521,-68.761273,ME,04412-2057
1751,Cognition Brewing Co,Marquette,"113 E Canda St, Ishpeming MI",46.491487,-87.668027,MI,49849-1904
1752,Coinstar,Harris,"13133 Veterans Memorial Dr, Houston TX",29.97773,-95.4907,TX,77014-1903
1753,"Coinstar, Fry's Marketplace",Maricopa,"1815 W Glendale Ave, Phoenix AZ",33.538626,-112.098377,AZ,85021-8540
1754,Cold Harbor Brewery,Worcester,"108 Milk St, Westborough MA",42.274227,-71.624865,MA,01581-1221
1755,Cold Spring Brewing Co.,Stearns,"219 Red River Ave N, Cold Spring MN",45.45875,-94.429048,MN,56320-1624
1756,Cold Stone,Penobscot,"299 Chamberlain Street Th 11001, Brewer ME",44.784528,-68.750857,ME,04412-1408
1757,Cold Stone Creamery,Bernalillo,"3222 Central Ave S E, Albuquerque NM",35.080281,-106.608591,NM,87106-1442
1758,Cold Stream Lumber Co,Penobscot,"266 Washington St, Brewer ME",44.792318,-68.744097,ME,04412-1321
1759,Cole Street Brewery,King,"2551 Cole St, Enumclaw WA",47.209903,-121.984334,WA,98022-3640
1760,Colgan LLC,Milwaukee,"124 N Water St, Milwaukee WI",43.032028,-87.909486,WI,53202-6025
1761,Colibri Ridge Winery and Vineyard,El Dorado,"6100 Gray Rock Rd, Somerset CA",38.606163,-120.64608,CA,95684-9289
1762,Collective Brewing Proiect,Tarrant,"112 Saint Louis Ave, Fortworth TX",32.743086,-97.3287,TX,76104-1228
1763,College Street Brewhouse & Pub,Mohave,"1940 College Dr, Lake Havasu City AZ",34.507702,-114.347452,AZ,86403-1981
1764,Colockum Craft Brewing,Kittitas,"109 Main St, Kittitas WA",46.983591,-120.417586,WA,98934-9800
1765,Colonial Tavern: Home To The Irish Brigade,Fredericksburg City,"406 Lafayette Blvd, Fredericksburg VA",38.297789,-77.459039,VA,22401-6033
1766,"Colonial Wholesale Beverage, Colonial Wholesale Beverage Co.",Bristol,"970 Old Reed Rd, N Dartmouth MA",41.659164,-71.039475,MA,02747-1554
1767,Colony Pub,Marion,"21568 Highway 99e N E, Aurora OR",45.231384,-122.755547,OR,97002-9248
1768,Colonzi Bar,Philadelphia,"1301 W Moyamensing Ave, Philadelphia PA",39.918246,-75.169034,PA,19148-4325
1769,Color Me Mine,Broomfield,"14694 Orchard Pkwy, Westminster CO",39.962897,-104.993603,CO,80023-3600
1770,Colorado Boy Pizzaria,Montrose,"320 E Main St, Montrose CO",38.479054,-107.877195,CO,81401-3928
1771,Colorado Cider Co,Denver,"2560 W 2nd Ave, Denver CO",39.720258,-105.017943,CO,80223-1007
1772,Colorado Gold Distillery,Delta,"1290 S Grand Mesa Dr, Cedaredge CO",38.887466,-107.930938,CO,81413-8263
